trialNb	groupNb	indexInGroup	cue	association	assoNb	timeToFirstKeypress	timeToSubmission	list	load	original_pattern	reproduced_pattern	correct	hits	misses	falseAlarms
73	15	3	schaar	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
74	15	4	vocaal	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
74	15	4	vocaal	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
74	15	4	vocaal	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
75	15	5	woord	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
75	15	5	woord	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
75	15	5	woord	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1001010000000010	0000000000000000	0	0	4	0
76	16	1	droogte	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
76	16	1	droogte	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
76	16	1	droogte	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
77	16	2	kassei	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
77	16	2	kassei	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
77	16	2	kassei	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
78	16	3	bal	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
78	16	3	bal	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
78	16	3	bal	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
79	16	4	wijze	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
79	16	4	wijze	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
79	16	4	wijze	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
80	16	5	komedie	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
80	16	5	komedie	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
80	16	5	komedie	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000000001111	0000000000000000	0	0	4	0
81	17	1	schaap	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
81	17	1	schaap	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
81	17	1	schaap	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
82	17	2	begrijpen	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
82	17	2	begrijpen	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
82	17	2	begrijpen	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
83	17	3	ieder	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
83	17	3	ieder	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
83	17	3	ieder	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
84	17	4	selectie	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
84	17	4	selectie	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
84	17	4	selectie	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
85	17	5	toe	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
85	17	5	toe	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
85	17	5	toe	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001100000010100	0000000000000000	0	0	4	0
86	18	1	kluit	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
86	18	1	kluit	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
86	18	1	kluit	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
87	18	2	antwoord	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
87	18	2	antwoord	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
87	18	2	antwoord	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
88	18	3	oktober	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
88	18	3	oktober	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
88	18	3	oktober	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
89	18	4	vaak	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
89	18	4	vaak	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
89	18	4	vaak	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
90	18	5	non	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
90	18	5	non	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
90	18	5	non	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0001010010000010	0000000000000000	0	0	4	0
91	19	1	warm	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
91	19	1	warm	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
91	19	1	warm	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
92	19	2	keurig	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
92	19	2	keurig	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
92	19	2	keurig	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
93	19	3	lekker	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
93	19	3	lekker	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
93	19	3	lekker	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
94	19	4	vrouw	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
94	19	4	vrouw	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
94	19	4	vrouw	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
95	19	5	koud	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
95	19	5	koud	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
95	19	5	koud	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	1111000000000000	0000000000000000	0	0	4	0
96	20	1	lang	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
96	20	1	lang	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
96	20	1	lang	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
97	20	2	bier	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
97	20	2	bier	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
97	20	2	bier	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
98	20	3	vlok	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
98	20	3	vlok	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
98	20	3	vlok	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
99	20	4	snel	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
99	20	4	snel	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
99	20	4	snel	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
100	20	5	vertaler	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
100	20	5	vertaler	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
100	20	5	vertaler	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
101	21	1	slapen	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
101	21	1	slapen	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
101	21	1	slapen	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
102	21	2	panda	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
102	21	2	panda	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
102	21	2	panda	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
103	21	3	boot	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
103	21	3	boot	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
103	21	3	boot	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
104	21	4	pek	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
104	21	4	pek	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
104	21	4	pek	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
105	21	5	kalm	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
105	21	5	kalm	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
105	21	5	kalm	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0100010001000100	0000000000000000	0	0	4	0
106	22	1	likeur	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
106	22	1	likeur	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
106	22	1	likeur	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
107	22	2	roddel	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
107	22	2	roddel	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
107	22	2	roddel	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
108	22	3	heel	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
108	22	3	heel	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
108	22	3	heel	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
109	22	4	mist	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
109	22	4	mist	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
109	22	4	mist	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
110	22	5	pest	__UNKNOWN__	1	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
110	22	5	pest	__UNKNOWN__	2	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
110	22	5	pest	__UNKNOWN__	3	-1	-1	1	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
111	23	1	man	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
111	23	1	man	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
111	23	1	man	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
112	23	2	foto	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
112	23	2	foto	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
112	23	2	foto	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
113	23	3	kruimel	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
113	23	3	kruimel	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
113	23	3	kruimel	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
114	23	4	samen	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
114	23	4	samen	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
114	23	4	samen	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
115	23	5	nat	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
115	23	5	nat	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
115	23	5	nat	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	1010000100000100	0000000000000000	0	0	4	0
116	24	1	tragedie	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
116	24	1	tragedie	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
116	24	1	tragedie	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
117	24	2	winkel	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
117	24	2	winkel	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
117	24	2	winkel	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
118	24	3	concert	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
118	24	3	concert	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
118	24	3	concert	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
119	24	4	ratel	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
119	24	4	ratel	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
119	24	4	ratel	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
120	24	5	getal	__UNKNOWN__	1	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
120	24	5	getal	__UNKNOWN__	2	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
120	24	5	getal	__UNKNOWN__	3	-1	-1	2	HIGH_LOAD	0100001010000001	0000000000000000	0	0	4	0
