trialNb	groupNb	indexInGroup	cue	association	assoNb	timeToFirstKeypress	timeToSubmission	list	set	load	original_pattern	reproduced_pattern	correct	hits	misses	falseAlarms
72	15	2	dek	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
72	15	2	dek	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
73	15	3	ernstig	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
73	15	3	ernstig	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
73	15	3	ernstig	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
74	15	4	iedereen	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
74	15	4	iedereen	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
74	15	4	iedereen	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
75	15	5	suiker	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
75	15	5	suiker	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
75	15	5	suiker	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001101000000100	0000000000000000	0	0	4	0
76	16	1	wijze	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
76	16	1	wijze	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
76	16	1	wijze	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
77	16	2	kust	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
77	16	2	kust	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
77	16	2	kust	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
78	16	3	opinie	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
78	16	3	opinie	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
78	16	3	opinie	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
79	16	4	komedie	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
79	16	4	komedie	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
79	16	4	komedie	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
80	16	5	kassei	NO_RESPONSE	1	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
80	16	5	kassei	NO_RESPONSE	2	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
80	16	5	kassei	NO_RESPONSE	3	-1	-1	2	1	HIGH_LOAD	0001010000100100	0000000000000000	0	0	4	0
